K=100	q=0	ids=0,41812,1420903,104257,428074,1437011,1436602,554351,41741,328300,1575842,428072,328296,437286,1461487,1395981,1414983,1416302,1395925,1420910,1395951,1395955,1395959,1394953,1382592,1452862,336168,1338450,336175,41810,2094137,1471910,1424880,1424887,334751,1395977,104342,1394957,1396001,173077,173081,1421366,1421373,1421380,1461186,1388199,1395943,1355112,1436974,1436981,41762,31576,1436621,1625294,1625298,1625302,1625306,1625310,1626436,1626443,1626447,1626451,1626455,1626465,1626472,1626477,1626481,1626488,1633437,1626669,1626673,1569364,1642537,1642544,1642548,1642552,1642556,1642659,1626621,1642983,1642991,1642996,1643001,1643006,1626422,1626429,1626628,1626635,1626639,1626719,1626723,1633148,1633152,1633156,1633160,1633181,1633507,1633511,1636007,1636011
K=100	q=1	ids=1,8,15,315428,471424,490991,491005,1186094,1186105,1437012,1437019,2027408,2027416,34531,5820,67614,68757,41298,140273,140449,140464,145472,145479,145486,145493,160823,104251,104357,104367,104378,104388,104398,104408,105727,102509,128556,128563,128570,128577,128588,128940,126066,114489,114620,116538,116644,116667,116677,116687,135357,260149,173071,186137,308524,308531,308542,314882,314907,315421,336163,336170,336177,328083,328168,328175,328232,328239,328291,327584,505379,505386,505393,505400,505407,505516,505523,505530,530250,530257,530276,530283,530290,530297,530555,530628,531458,369160,367849,367856,487944,497541,497560,472708,472722,472729,488781,488792,488799,488869,488876
K=100	q=2	ids=2,9,16,107475,101582,101590,102178,102200,471425,490976,490992,491006,1186095,1186106,1355338,1355354,1517845,1517855,1664183,1813268,34464,5821,67777,58436,58451,58459,41765,41773,78852,100869,100895,260150,327585,367850,367857,547264,547271,547282,556032,557124,557131,557142,1070831,1071977,1106034,1106041,1103256,1093464,1185259,1188271,1198597,1198607,1198614,1198621,1344843,1346843,1367109,1367728,1367735,1356612,1356632,1351458,1351469,1556417,1556424,1561925,1561932,1561939,1561946,1555873,1555888,1555895,1555902,1356117,1390430,1390531,1390542,1394230,1487712,1487719,1504322,1481421,1510343,1510350,1510357,1507044,1507051,1507058,1657463,1662747,1649600,1651730,1651741,1651916,1678260,1678306,1678357,1753855,1742822,1742831
K=100	q=3	ids=3,10,17,107476,101583,101591,102179,102201,268301,315430,471426,490977,490993,491007,1186080,1186096,1186107,1355339,1355355,1517846,1664184,2027410,2027418,31683,31691,34449,34457,34465,5822,134,142,150,158,67746,67754,67762,67770,67778,68759,57255,57288,57306,57314,57330,57338,58343,58351,58359,58367,58437,58452,58460,58825,58833,58841,58889,58897,58905,59144,59152,59160,41729,41737,41745,41753,41766,41774,41796,41815,160825,78853,104253,104359,104369,104380,104390,104400,104410,100870,100943,100951,100982,100990,101954,101982,101995,93174,93182,290105,308526,308533,314884,314909,315423,336165,336172,336179,328170,328177,328293
K=100	q=4	ids=4,11,18,107478,107484,107490,107495,107500,107505,107510,107515,101585,101593,101598,102181,102203,186181,186201,268302,1100481,1186081,1186097,1186101,1186108,1355340,1355344,1355348,1355356,1517847,1517851,1664186,1813271,2128976,2094228,33191,33196,33201,33220,33225,34451,34459,34467,34472,34477,5823,7159,7164,103,108,113,118,123,67780,57249,57257,57262,57267,57272,57277,57282,57290,57295,57300,57308,57316,57332,57340,58175,58278,58286,58294,58302,58439,58444,58454,58462,58467,58472,58591,58609,58827,58835,58843,59012,59020,59028,59083,59091,59146,59154,59162,41301,41664,41669,41674,41679,41684,41689,41694,41760
K=100	q=5	ids=11927,25045,29329,29336,29338,30468,30471,34243,34252,5,12,19,64002,64019,64024,46380,49583,53798,53803,53808,53819,53821,97819,98811,98813,86673,86677,87576,87884,87890,87893,87900,104181,104187,105794,105796,107457,107462,197533,500456,500461,500470,528128,528150,528154,528158,529568,525194,486907,487976,487980,487995,499456,495683,536070,574249,582973,716289,716301,716310,716489,716499,716511,717025,717047,712208,712221,715132,783011,801124,801126,801143,802537,802557,802570,802583,804016,785816,769356,769367,769867,769877,774575,775885,796273,796287,796311,796313,1016813,1016818,1016822,1016826,1016830,1016893,1017507,1017518,1017523,1017528,1018529,1018539
K=100	q=6	ids=6,1588458,1769247,1584247,110,1575066,1767216,1098360,1748586,1588451,1555651,1776321,1555644,144183,2027579,1556407,1561899,144168,144164,1758664,140454,101290,1775650,1555637,58275,1555695,126328,1374854,128582,1748597,437177,1767200,1775630,1555842,101937,93096,1776316,135261,1106407,1048215,1329284,101300,1769307,325015,93101,33214,1555764,101270,1767241,1098371,1775635,119033,1106459,1555702,1097043,1776341,135257,173076,1556515,144179,1588591,102113,101610,437221,1555757,1555658,118557,1769322,101579,2027620,1787386,1555672,140290,174764,367773,1596976,1588465,118553,100986,140346,437165,1588577,1776295,1047361,1047345,367777,1775625,127841,1556421,119080,1584283,118565,1336293,140286,315462,1045914,135094,1504319,87631,1776308
K=100	q=7	ids=7,297339,1335696,1372815,1444929,1444936,1516601,1444767,1489127,1489132,1489138,1489146,1489151,1373374,1517843,1472734,451977,1343970,1472318,261728,1400742,1381507,1569026,1569033,1569041,1569046,1569051,1555717,1555724,1555731,1555738,1568962,1568969,1568976,1568984,1568991,1568998,1569005,1569012,1569019,1561769,1561776,1561783,1561790,1555617,1555624,1555631,1555638,1555645,1555652,1555659,1555666,1555673,1555843,1555850,1555857,1555864,1555871,1555907,1555914,1555921,1555928,1555935,1526884,1526894,1526904,1526914,1526924,1526934,1526941,1588480,1588487,1588494,1588501,1588508,1588550,1588557,1588564,1588571,1588578,1588585,1588592,1588599,1574981,1574988,1574995,1575002,1575074,1575081,1575088,1575095,1575102,1575843,1575850,1575858,1575865,1575872,1575879,1575886,1575893
K=100	q=8	ids=1,8,15,315428,471424,490991,491005,1186094,1186105,1437012,1437019,2027408,2027416,34531,5820,67614,68757,41298,140273,140449,140464,145472,145479,145486,145493,160823,104251,104357,104367,104378,104388,104398,104408,105727,102509,128556,128563,128570,128577,128588,128940,126066,114489,114620,116538,116644,116667,116677,116687,135357,308524,308531,308542,314882,314907,315421,336163,336170,336177,328083,328168,328175,328232,328239,328291,327584,505379,505386,505393,505400,505407,505516,505523,505530,530250,530257,530276,530283,530290,530297,530555,530628,531458,369160,367849,367856,487944,497541,497560,472708,472722,472729,488781,488792,488799,488869,488876,488887,488894,488909
K=100	q=9	ids=2,9,16,107475,101582,101590,102178,102200,471425,490976,490992,491006,1186095,1186106,1355338,1355354,1517845,1517855,1664183,1813268,34464,5821,67777,58436,58451,58459,41765,41773,78852,100869,100895,260150,327585,367850,367857,547264,547271,547282,556032,557124,557131,557142,1070831,1071977,1106034,1106041,1103256,1093464,1185259,1188271,1198597,1198607,1198614,1198621,1344843,1346843,1367109,1367728,1367735,1356612,1356632,1351458,1351469,1556417,1556424,1561925,1561932,1561939,1561946,1555873,1555888,1555895,1555902,1356117,1390430,1390531,1390542,1394230,1487712,1487719,1504322,1481421,1510343,1510350,1510357,1507044,1507051,1507058,1657463,1662747,1649600,1651730,1651741,1651916,1678260,1678306,1678357,1753855,1742822,1742831
